text,label,stop_words
wound something lodged oesophagus feel pleasant put lightly,joy,10
feel lack respect love space harder partying personally comfortable,joy,13
feel blessed ever say,love,7
feeling quite clever point even drop wine,joy,11
know feeling kinda numb pathetic full sorrow useless thing called love,sadness,7
feeling pretty fabulous mean pain past three day,joy,14
love feeling aching oh insipid thing called front side calf muscle love fantasy day soon featured sport illustrated swimsuit model year maybe make special issue baby boomer,sadness,28
feel like im strange place life one take care one care,fear,11
end feeling devastated borne social monster,sadness,8
still feel like butt thank gracious,joy,7
feel triumphant even thought may fleeting moment enjoying power motherhood,joy,10
cant sleep read happy post go past one picnic day get happy im like james make happy love repeat soon feel jealous,anger,20
feel resentful irritable,anger,2
want sending crap feel almost insulted win embarrassed whoever made like oregon,anger,12
tossing turning feeling anxious fact work felt needed done,fear,17
feeling completely irritated right idea maybe usually getting home school last hour god awful video imposed time,anger,20
im feeling really good know im getting stronger also waking early working hard almost every morning,joy,7
spent time school yesterday talking folk snapping pic daughter delighted last day school fun came away feeling impressed happy tell truth usual feeling place,surprise,23
feel disappointed,sadness,3
im beginning feel isolated work place dont attribute blame anyone anything,sadness,7
hope condescending attitude allow present feel offended remember amount sunlight affect plant growth,anger,11
always dreamed good feeling fantastic feeling able give,joy,14
feel nervous trying something new lesson horse shy something,fear,8
feel like trust though seeing understand woman bitchy neither u want deal shit,anger,16
feel dirty unamerican french,sadness,4
feel like could go detention school couple day everything would ok,joy,10
im good hiding true feeling blurting sarcastic tone,anger,6
think feel little ashamed ive blogging regularly year hasnt much struggle,sadness,16
get feeling confidence far pleasant alternative certainly someone increasing confidence feel first take action,joy,24
know certain aspect personality attitude could improved impression everythings fine feel absolutely assaulted statement co worker complaining behind back,fear,23
ive feeling bothered lately,anger,2
feel insecure figt,fear,4
still try force even feeling irritable withdrawn quiet time,anger,12
feeling song delighted emergence,joy,10
im still feeling intimidated feel like actually something say,fear,6
feel irritated lot,anger,2
runner probably would really feel far safe title,joy,7
would hurt others feeling selfish,anger,5
got feeling give got feeling get away becuz cuz dangerous oh badman ah,anger,13
feel rude going bathroom,anger,9
remember cammie couple month old looking sweet innocent face sobbing thinking going school thought someone would hurt feeling unkind unfair thought teacher might mean love,anger,31
combine flat tire head wound headless bird im feeling little paranoid,fear,6
feel student successful classroom,joy,8
feel privileged share love five lovely student,joy,5
know feel disheartened league many draw mark tightly contested competitive organization important result,sadness,16
thinking certain person sleep end strange dream wake dream feel shaken stunned,fear,20
wish could feel assured decision thought perception hellip seems every someone come along shoot one,joy,20
feel horrible want cry,sadness,5
feel perverse,sadness,2
felt shrinking feeling horrible,sadness,5
feel invigorated even though caffeine free,joy,3
always feel kinda sad authority figure eventually show scene squeeze risky fun play time,sadness,15
find buying reacting conflict modern life feeling jaded,sadness,14
dunno else describe great feel swear ive giggly day,joy,8
feel im bothered,anger,4
irritable went million one idea feeling like bothered feeling inspired feeling obligated,anger,13
feel like im going way successful writer,joy,8
liked feeling scared jumping seat grabbing arm preferably male companion,fear,10
feel really naughty wicked today,love,2
im feeling little less disheartened,sadness,3
feeling much trusting god varies enormously,joy,6
feel like thats useful fun replace exotic icon destroyer,joy,11
feel heartless cold bitch,anger,4
feel look little awkward,sadness,5
go supermarket feel tomato hope life imitates art cute guy ask,joy,12
ive feeling bit pressured there little time left two book,fear,5
feel anxious quite time fact,fear,8
feel pretty virtuous actually,joy,3
really enjoying time ever since fourth july passed reminisced nyc home feeling bit homesick,sadness,14
shouldnt make put spot make feel awkward,sadness,7
personally feel little offended put millennium brainstorming particular three vice,anger,6
unexpected sum money,joy,5
mean fuck feel like way considerate customer concerned appearance sanitiation snoozel pm fine,love,10
wasnt feeling mad god angry allowing happen sad,anger,12
tend pretend understand someone say even dont fully understand dont want feel embarrassed seem like im know,sadness,15
winced said feel funny,surprise,5
want feel carefree one last day,joy,3
feel like finally entered accepted entered mother part life,joy,8
feel humiliated annoying little college student take cause pesters everyone,sadness,7
left feeling completely disillusioned little cautious contractual interaction vietnamese people,sadness,7
confession make feel rotten,sadness,9
im feeling bit greedy,anger,1
never feel alone bare soul friend best understand unbreakable barrier,sadness,17
feel virtuous writin morning journal like jane austen novel aided fact mr g computer kinda,joy,16
spent much pregnancy feeling like listless slug,sadness,5
might buying stuff feel clothes casual,joy,11
feel really petty immature dont want cheat greg end breaking fighting stupid little thing,anger,13
feel pretty lucky able experience way,joy,8
feel lucky simply known life proud dad,joy,16
feel really effecting attitude toward feel bitter angry,anger,7
could hardly feel leg yet eager get stuffy plane quickly get custom,joy,10
feeling incredibly thankful family,joy,4
feel word quite dirty word sexual intercourse used wrongly,sadness,10
feeling little groggy morning mention headache,sadness,7
feel thrilled regretful alarmed change even firefly dwindle black speak b,joy,10
